"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0400000US44","Rhode Island","410240","1914","58387","712","85.1","0.3","62486","682","5.7","0.1","37046","2155","0.5","0.1","26764","6450","2.5","0.1","62256","7749","0.0","0.1","49675","46830","4.5","0.2","32810","2622","1.7","0.1","37005","6096","10.5","0.2","32464","1679","79.9","0.3","64474","721","3.3","0.2","26341","1640","30.3","0.3","62259","1188","41.4","0.3","73704","983","25.0","0.2","39548","899","256464","2113","75655","975","41.9","0.5","69335","2173","58.1","0.5","79161","1299","70.3","0.6","93371","1021","22.2","0.5","35805","1465","7.5","0.4","50214","2341","153776","2134","33407","825","54.8","0.7","28489","1158","46.5","0.7","24816","809","8.2","0.5","61748","2226","45.2","0.7","40365","927","34.7","0.7","33430","1701","10.6","0.5","71199","2041","33.8","(X)","(X)","(X)","34.3","(X)","(X)","(X)","31.5","(X)","(X)","(X)",
"0400000US45","South Carolina","1839041","4955","46898","307","70.4","0.1","54000","380","26.0","0.1","31030","323","0.3","0.1","37110","4689","1.2","0.1","58446","2946","0.0","0.1","34031","5068","1.1","0.1","35228","1821","1.1","0.1","41401","1926","3.6","0.1","38057","1451","68.0","0.1","54614","399","4.0","0.1","24220","813","31.1","0.1","50671","415","39.1","0.1","54421","529","25.7","0.1","37795","330","1220791","5760","58158","436","39.8","0.3","53808","770","60.2","0.3","60420","455","70.7","0.3","72386","439","22.4","0.2","28141","519","6.9","0.2","40346","920","618250","4479","27613","353","54.5","0.4","24103","276","47.8","0.4","22070","258","6.7","0.2","46530","1403","45.5","0.4","32635","634","36.4","0.3","29580","565","9.1","0.3","51585","1846","34.0","(X)","(X)","(X)","34.2","(X)","(X)","(X)","32.4","(X)","(X)","(X)",
"0400000US46","South Dakota","333536","1661","52078","508","90.2","0.2","54658","599","1.3","0.1","35916","7392","5.5","0.1","25959","1270","0.9","0.1","47000","4588","0.0","0.1","53500","18857","0.6","0.1","38352","9079","1.4","0.1","39143","2935","2.2","0.1","41183","4022","88.9","0.2","54891","608","6.0","0.3","30668","985","32.1","0.3","58311","970","37.6","0.3","63633","991","24.2","0.2","37420","777","213665","1856","66825","671","43.5","0.5","64220","1136","56.5","0.5","68695","875","78.3","0.5","77139","686","14.9","0.5","29335","1058","6.9","0.3","41742","1130","119871","1491","31112","435","49.7","0.8","26232","654","42.6","0.7","23771","683","7.1","0.4","48851","3364","50.3","0.8","36495","769","40.2","0.7","32349","700","10.1","0.5","56807","1767","27.8","(X)","(X)","(X)","27.9","(X)","(X)","(X)","26.4","(X)","(X)","(X)",
"0400000US47","Tennessee","2522204","6684","46574","206","80.2","0.1","49961","243","16.0","0.1","33293","556","0.3","0.1","39430","3044","1.3","0.1","66821","2276","0.0","0.1","42563","6610","0.9","0.1","33071","2036","1.3","0.1","35973","1549","3.3","0.1","37146","1057","77.9","0.1","50273","225","4.3","0.1","25109","546","32.4","0.1","50837","399","38.9","0.1","54726","467","24.5","0.1","35951","334","1674753","6898","57747","338","41.1","0.2","53790","608","58.9","0.2","60050","318","73.0","0.2","70066","400","20.2","0.2","28272","463","6.8","0.2","38569","905","847451","5115","27636","291","54.2","0.3","24476","256","46.9","0.4","22293","219","7.4","0.2","46220","1086","45.8","0.3","32030","324","36.7","0.3","28855","557","9.0","0.2","51407","1264","32.6","(X)","(X)","(X)","32.9","(X)","(X)","(X)","30.5","(X)","(X)","(X)",
"0400000US48","Texas","9289554","15575","54727","165","76.5","0.1","57888","221","12.5","0.1","40750","258","0.5","0.1","47805","1662","4.0","0.1","78580","1166","0.1","0.1","54565","4253","4.7","0.1","41056","425","1.8","0.1","51408","977","30.6","0.1","42503","272","51.5","0.1","67407","237","4.8","0.1","28413","519","37.6","0.1","58210","350","37.8","0.1","65912","336","19.8","0.1","40148","192","6450049","17665","64585","237","47.9","0.1","59648","500","52.1","0.1","68941","247","72.2","0.2","79930","310","20.4","0.1","31645","262","7.4","0.1","46239","550","2839505","8798","34543","237","51.4","0.2","29897","265","43.7","0.2","26623","222","7.7","0.1","53863","942","48.6","0.2","40345","223","38.3","0.2","35740","254","10.3","0.1","60306","834","32.3","(X)","(X)","(X)","33.2","(X)","(X)","(X)","28.3","(X)","(X)","(X)",
"0400000US49","Utah","918367","2610","62518","349","90.3","0.2","64267","357","1.0","0.1","40622","4145","0.9","0.1","37536","3676","2.1","0.1","63283","2873","0.6","0.1","54732","7038","3.6","0.1","42524","1683","1.4","0.1","51892","3411","10.4","0.1","44366","910","84.0","0.2","65784","394","6.1","0.1","33282","1063","40.4","0.2","65272","642","33.9","0.2","78140","856","19.6","0.1","46542","555","690208","3396","71058","398","51.3","0.2","69501","698","48.7","0.2","72799","520","81.7","0.4","78302","503","12.6","0.3","37810","992","5.7","0.2","51314","1244","228159","2408","35780","526","50.8","0.6","30414","663","41.0","0.6","26239","544","9.7","0.4","54779","1857","49.2","0.6","41494","658","36.5","0.6","36334","731","12.7","0.5","60211","1988","28.7","(X)","(X)","(X)","28.1","(X)","(X)","(X)","28.1","(X)","(X)","(X)",
"0400000US50","Vermont","257107","1081","56104","793","96.4","0.1","56508","800","0.7","0.1","42935","12295","0.3","0.1","36645","10292","1.0","0.1","53801","5810","0.0","0.1","-","**","0.2","0.1","63011","12112","1.3","0.1","37331","8640","1.2","0.1","49396","3775","95.5","0.1","56602","794","4.0","0.2","31945","1878","27.4","0.3","63508","1415","42.4","0.3","66098","1054","26.2","0.3","39104","807","158252","1485","71465","914","39.6","0.5","69894","1581","60.4","0.5","72364","999","78.8","0.5","82247","873","14.7","0.4","32154","1451","6.5","0.3","44079","2161","98855","1373","33129","691","54.4","0.8","30191","801","43.1","0.8","25581","742","11.3","0.7","58085","2289","45.6","0.8","37239","1030","32.9","0.7","30399","1030","12.7","0.7","63107","3218","28.3","(X)","(X)","(X)","27.9","(X)","(X)","(X)","27.6","(X)","(X)","(X)",
"0400000US51","Virginia","3090178","7622","66149","285","72.6","0.1","71220","330","18.7","0.1","45374","440","0.3","0.1","57000","3646","4.9","0.1","96617","1291","0.1","0.1","79837","11205","1.5","0.1","53233","1868","1.9","0.1","67606","2572","6.0","0.1","61545","1054","68.6","0.1","71663","345","3.5","0.1","31159","624","33.7","0.1","71234","476","40.0","0.1","80461","544","22.7","0.1","46764","334","2067943","7593","80068","436","43.6","0.2","78877","833","56.4","0.2","80749","409","75.3","0.3","95215","468","18.3","0.2","37811","409","6.4","0.2","52831","1129","1022235","4651","40812","250","54.7","0.3","35604","352","46.2","0.3","31599","289","8.5","0.2","65984","1457","45.3","0.3","47496","613","34.7","0.3","41706","414","10.6","0.2","71821","1475","31.1","(X)","(X)","(X)","31.2","(X)","(X)","(X)","29.3","(X)","(X)","(X)",
"0400000US53","Washington","2696606","6024","62848","343","82.2","0.1","64293","357","3.4","0.1","44438","1391","1.1","0.1","41351","1454","6.8","0.1","78778","1671","0.4","0.1","52652","4601","2.7","0.1","44024","1335","3.3","0.1","55075","1543","8.0","0.1","46297","713","77.5","0.1","65599","367","4.2","0.1","31563","585","34.3","0.1","68481","563","38.8","0.1","76189","580","22.7","0.1","45121","336","1738213","6822","76507","403","43.7","0.2","72325","702","56.3","0.2","79326","420","77.4","0.2","88592","445","15.7","0.2","36333","576","6.9","0.1","50849","711","958393","4692","39131","391","51.7","0.3","33793","468","41.8","0.3","29541","404","9.9","0.2","62656","887","48.3","0.3","45799","573","35.6","0.3","39113","667","12.7","0.2","68923","1090","27.3","(X)","(X)","(X)","27.3","(X)","(X)","(X)","25.5","(X)","(X)","(X)",
"0400000US54","West Virginia","739397","2753","42644","410","94.7","0.1","43080","413","3.1","0.1","31119","2503","0.2","0.1","23712","4611","0.7","0.1","60814","4743","0.0","0.1","35259","17646","0.2","0.1","41066","9999","1.1","0.1","33522","3059","0.9","0.1","41955","3080","94.0","0.1","43060","410","3.9","0.1","21695","1169","28.1","0.2","50130","813","39.6","0.2","50073","680","28.5","0.2","33442","387","478833","3202","54409","566","36.7","0.4","53905","1092","63.3","0.4","54644","595","75.2","0.5","63984","639","17.6","0.4","26089","608","7.1","0.3","37641","1453","260564","2839","23756","388","53.0","0.6","20958","326","46.4","0.6","19800","319","6.6","0.3","37759","3227","47.0","0.6","28508","760","38.3","0.5","25747","601","8.6","0.4","45642","1822","31.8","(X)","(X)","(X)","32.1","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
"0400000US55","Wisconsin","2310246","4656","54610","201","89.6","0.1","57148","205","5.5","0.1","27979","800","0.8","0.1","38083","1458","1.8","0.1","60488","1923","0.0","0.1","33542","4043","1.2","0.1","36905","1115","1.1","0.1","41686","1353","4.2","0.1","38972","981","86.9","0.1","57786","237","4.8","0.1","28112","605","31.5","0.1","61186","392","39.6","0.1","67804","378","24.1","0.1","37343","223","1471314","5001","69925","300","42.6","0.2","69131","576","57.4","0.2","70320","374","77.3","0.2","80798","264","15.7","0.2","31732","409","7.1","0.1","45142","894","838932","4191","32060","162","52.3","0.3","28069","250","43.4","0.3","25038","239","8.9","0.2","52729","833","47.7","0.3","37475","368","36.7","0.3","32349","280","11.0","0.2","58482","972","28.2","(X)","(X)","(X)","27.6","(X)","(X)","(X)","27.9","(X)","(X)","(X)",
"0400000US56","Wyoming","226985","1680","59143","896","93.7","0.3","60320","761","0.9","0.1","44079","7352","1.5","0.1","46144","6850","0.7","0.1","45049","8502","0.0","0.1","-","**","1.5","0.2","41192","3659","1.7","0.2","49854","5493","7.4","0.2","45234","2634","88.3","0.3","61200","762","6.1","0.3","30177","3093","33.0","0.4","67676","1796","38.4","0.4","72008","1281","22.4","0.3","39957","1089","147961","1794","73654","884","43.3","0.6","71466","1445","56.7","0.6","75441","1282","79.5","0.8","83196","1136","12.9","0.7","31874","2026","7.6","0.5","55465","3094","79024","1557","33857","1147","47.4","1.2","28166","1075","39.5","1.2","25521","974","7.9","0.7","54295","5566","52.6","1.2","40572","1057","41.2","1.2","36987","1121","11.4","0.8","57332","4693","31.4","(X)","(X)","(X)","31.2","(X)","(X)","(X)","30.0","(X)","(X)","(X)",
"0400000US72","Puerto Rico","1237180","3604","19606","168","69.1","0.3","20275","217","9.8","0.1","19001","458","0.3","0.1","19478","2043","0.3","0.1","15356","2688","0.0","0.1","-","**","13.4","0.2","16973","364","7.1","0.1","20538","576","98.9","0.1","19537","167","0.8","0.1","29437","2760","2.3","0.1","6959","544","27.8","0.2","22533","444","38.8","0.2","22722","316","31.0","0.2","16363","171","867816","3686","23417","221","38.2","0.3","20411","425","61.8","0.3","24859","230","56.5","0.4","30859","317","34.2","0.3","14268","285","9.3","0.2","18616","518","369364","3830","11562","155","56.8","0.5","10826","187","50.4","0.5","9968","155","6.4","0.3","24020","1339","43.2","0.5","12640","253","37.0","0.5","11635","205","6.2","0.3","22008","1245","27.5","(X)","(X)","(X)","29.2","(X)","(X)","(X)","21.6","(X)","(X)","(X)",
